Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2023-04-15,Mario ,yes,-,Garden beds,Easy assembly just as advertised,5,-,-,https://www.amazon.com/gp/customer-reviews/R22AX57CS3L73G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.9406849145889282,0.0089251343160867,B0BJZ9J4HD,180,5,5,"{'Review Summary': 'Easy assembly just as advertised', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Easy assembly just as advertised,,,,,,,,,,,,,,,,,,,,
2023-03-14,Jane Kreitzer,yes,-,Sturdy,It was easy and quick to assemble  Very pleased with this purchase  May purchase another one,5,-,-,https://www.amazon.com/gp/customer-reviews/RGCE65CKFPY18/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.9870621562004088,0.0031151226721704,B0BJZ9J4HD,181,18,18,"{'Review Summary': 'Very pleased with this purchase', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Very pleased with this purchase,,,,,,,,,,,,Easy to assemble,,,,,,,,
2023-06-02,Teja,yes,-,Flimsy,This is very flimsy and not sturdy,2,-,-,https://www.amazon.com/gp/customer-reviews/R2MO19IVRGCRXJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJZ9J4HD,Color: Galvanized - 8x4x1.5ft,0.0040758368559181,0.8704836368560791,B0BJZ9J4HD,182,9,9,"{'Review Summary': 'Flimsy and not sturdy', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': 'Not durable', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'The product is flimsy and not sturdy.'}",Flimsy and not sturdy,,,,,,,,,,,Not durable,,,,,,,,,The product is flimsy and not sturdy.
2023-05-28,Hector AlemanHector Aleman,-,-,"8 x 4 x 1 inches, raised garden bed galvanized with gloves.",For me this raised garden bed is a great designed method for growing almost every kind of vegetable herb or fruit that requires soil to thrive I love the galvanize material because its easy to assemble and has a highquality antirust coating that can withstand the weather conditions of our four seasons This particular raised bed has a strong rigid designed structure that will not bend or collapse when I fill it with soil because it has 4 full strength stabilizers bars that helps to hold the unit together Great product thats reasonably priced and can provide me with a lifetime of growing countless vegetables fruits and herbs and thats truly a thing of beauty,5,https://m.media-amazon.com/images/I/81-JUCxmY7L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3SZG4CGWORDVZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9956029653549194,0.0011409912258386,B0BJZ9J4HD,183,122,122,"{'Review Summary': 'Great designed method for growing vegetables, fruits, and herbs', 'Buyer Motivation': 'To grow a variety of plants', 'Customer Expectations': 'To have a durable and easy-to-assemble raised bed', 'How the product is used': 'To grow vegetables, fruits, and herbs', 'Where the product is used': 'Garden', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not specified', 'Season': 'All seasons', 'When the product is used': 'Anytime', 'Price': 'Reasonably priced', 'Quality': 'High quality', 'Durability': 'Durable', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Great design', 'Parts and Components': 'Not specified', 'Issues?': None}","Great designed method for growing vegetables, fruits, and herbs",To grow a variety of plants,To have a durable and easy-to-assemble raised bed,"To grow vegetables, fruits, and herbs",Garden,Gardening enthusiasts,Not specified,All seasons,Anytime,Reasonably priced,High quality,Durable,Easy to assemble,Not specified,Not specified,Not specified,Not specified,Not specified,Great design,Not specified,
2023-04-12,Aimee,-,-,"Great value, looks fantastic, 100% recommend",This raised bed is exactly what I was looking for I love the white metal finish and that it is open underneathThe instructions were clear and it was easy to put together I will say it would be very difficult to assemble by yourself you will need a second or third pair of handsOnce assembled it is easy for one person or two to move around Its very sturdy and of great quality I definitely recommend it,5,-,-,https://www.amazon.com/gp/customer-reviews/R3455FXP3ITXGB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.9938623905181884,0.0011474791681393,B0BJZ9J4HD,184,79,79,"{'Review Summary': 'Exactly what I was looking for', 'Buyer Motivation': 'To have a raised bed for gardening', 'Customer Expectations': 'To have a sturdy and high-quality product', 'How the product is used': 'For gardening', 'Where the product is used': 'Outdoor garden', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not mentioned', 'Season': 'All seasons', 'When the product is used': 'Anytime during the day', 'Price': 'Not mentioned', 'Quality': 'Great quality', 'Durability': 'Not mentioned', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Clear instructions', 'Noise and Smell': 'Not mentioned', 'Colors': 'White metal finish', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Attractive white metal finish', 'Parts and Components': 'Not mentioned', 'Issues?': None}",Exactly what I was looking for,To have a raised bed for gardening,To have a sturdy and high-quality product,For gardening,Outdoor garden,Gardening enthusiasts,Not mentioned,All seasons,Anytime during the day,Not mentioned,Great quality,Not mentioned,Easy to put together,Clear instructions,Not mentioned,White metal finish,Not mentioned,Not mentioned,Attractive white metal finish,Not mentioned,
2023-03-13,Lauren,-,-,Looks good in the box,Were still experiencing freezing temperatures at night where I live so I havent been able to set up this garden bed yet I cant speak to its longevity when exposed to the elements but from what I can tell it appears to be well made and easy to assemble The price point is nice because I have to use raised beds for my vegetable garden and they can be very pricey Im hoping this holds up as well as my beds from Home Depot,5,-,-,https://www.amazon.com/gp/customer-reviews/R1AY36WVF7DDI6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.8930025696754456,0.0047980714589357,B0BJZ9J4HD,185,85,85,"{'Review Summary': 'Well made and easy to assemble', 'Buyer Motivation': 'Need for raised beds for vegetable garden', 'Customer Expectations': 'Hoping for durability', 'How the product is used': 'To set up a garden bed', 'Where the product is used': 'Outdoor garden', 'User Description': 'Gardener', 'Packaging': 'Not mentioned', 'Season': 'Spring', 'When the product is used': 'During gardening season', 'Price': 'Nice price point compared to other raised beds', 'Quality': 'Well made', 'Durability': 'Not tested yet', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not applicable', 'Colors': 'Not mentioned', 'Size and Fit': 'Not applicable', 'Danger Appraisal': 'Not applicable', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'Not tested for longevity yet'}",Well made and easy to assemble,Need for raised beds for vegetable garden,Hoping for durability,To set up a garden bed,Outdoor garden,Gardener,Not mentioned,Spring,During gardening season,Nice price point compared to other raised beds,Well made,Not tested yet,Easy to assemble,Not mentioned,Not applicable,Not mentioned,Not applicable,Not applicable,Not mentioned,Not mentioned,Not tested for longevity yet
2023-03-07,Sarita Loves Living,-,-,Well Made & Perfect For My Needs,Its not quite time to start an outdoor garden in my region but so far this looks well made It looks attractive and I think It will be perfect to use in my garden this year I will have to update this review once its been in use long enough,5,-,-,https://www.amazon.com/gp/customer-reviews/R1NB7BWWTYDNTC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.874535322189331,0.0088065881282091,B0BJZ9J4HD,186,50,50,"{'Review Summary': 'Well made and attractive', 'Buyer Motivation': 'To use in my garden', 'Customer Expectations': 'To be perfect for my garden', 'How the product is used': 'In the garden', 'Where the product is used': 'Garden', 'User Description': 'Gardeners', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Attractive', 'Parts and Components': 'Not mentioned', 'Issues?': 'Not mentioned'}",Well made and attractive,To use in my garden,To be perfect for my garden,In the garden,Garden,Gardeners,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Attractive,Not mentioned,Not mentioned
2023-02-15,Debra Johnson,-,-,Seems to have a good support,Easy 2 person assembly with reinforced corners A good size and height for a garden without being too heavy to move,5,-,-,https://www.amazon.com/gp/customer-reviews/R1SVC25FX9RIHX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.9538813829421996,0.0033911343198269,B0BJZ9J4HD,187,22,22,"{'Review Summary': 'Easy assembly with reinforced corners', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': 'garden', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Easy assembly with reinforced corners,,,,garden,,,,,,,,,,,,,,,,
2023-01-25,DJ,-,-,Nice strong garden box,So I havent put this together yet since my yard is covered in snow I have taken a good look at it and it looks very nice The white finish is clean looking and the edges are not sharp There is a little assembly as expected So far me and the woman are very happy with it Once I build it for her I will update,5,-,-,https://www.amazon.com/gp/customer-reviews/R1401C8C92EA47/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,-,-,0.8939217329025269,0.0106527507305145,B0BJZ9J4HD,188,67,67,"{'Review Summary': 'Looks very nice, clean white finish', 'Buyer Motivation': 'To have a nice-looking yard', 'Customer Expectations': 'Clean finish, easy assembly', 'How the product is used': 'To enhance the appearance of the yard', 'Where the product is used': 'Yard', 'User Description': 'Me and the woman', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'White', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Clean looking, edges not sharp', 'Parts and Components': 'Not mentioned', 'Issues?': 'Not mentioned'}","Looks very nice, clean white finish",To have a nice-looking yard,"Clean finish, easy assembly",To enhance the appearance of the yard,Yard,Me and the woman,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,White,Not mentioned,Not mentioned,"Clean looking, edges not sharp",Not mentioned,Not mentioned
2023-02-07,Nichole,-,-,Easy to assemble,This is big and looks great in my garden Easy to assemble and feels solid,5,-,-,https://www.amazon.com/gp/customer-reviews/RLWJENCWHM5P8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.9943491220474244,0.0012685076799243,B0BJZ9J4HD,189,15,15,"{'Review Summary': 'Big and looks great in the garden', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': 'garden', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': 'feels solid', 'Ease of Use': '', 'Setup and Instructions': 'Easy to assemble', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Big and looks great in the garden,,,,garden,,,,,,,feels solid,,Easy to assemble,,,,,,,
2023-01-16,Chandler,-,-,Works great as a garden or as a pondscape,I bought two ceramic vessels that dribble water down into themselves then pump the water back up to the top on Amazon  I just wasnt sure how to use them in my gardenscapeThis made it perfect  I put my fountains in the base and filled with river stones  I planted succulents around the rocks and some trailing rosemaryI just plug in my fountains when we sit on the deck and it sounds like we are sitting by a running stream and it could not be more zenYou can also put them on a timer to come on each night around wine pour timeNo need to dig a pond  This actually is fantastic with no leaks and no upkeep,5,-,-,https://www.amazon.com/gp/customer-reviews/R3MULGZJ4C473G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BJZ9J4HD,B0BJYX8KV7,Color: Galvanized - 8x4x1ft,0.990017294883728,0.0051168049685657,B0BJZ9J4HD,190,134,134,"{'Review Summary': 'Fantastic ceramic vessels for creating a zen garden atmosphere', 'Buyer Motivation': 'To create a zen garden atmosphere in my outdoor space', 'Customer Expectations': 'To have a low-maintenance water feature that creates a soothing sound', 'How the product is used': 'To create a water feature in my gardenscape', 'Where the product is used': 'Outdoor deck', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'When sitting on the deck, especially in the evening', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'No leaks and no upkeep', 'Ease of Use': 'Plug in and enjoy', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Creates a soothing sound', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Creates a zen garden atmosphere', 'Parts and Components': 'Not specified', 'Issues?': 'No issues mentioned'}",Fantastic ceramic vessels for creating a zen garden atmosphere,To create a zen garden atmosphere in my outdoor space,To have a low-maintenance water feature that creates a soothing sound,To create a water feature in my gardenscape,Outdoor deck,Gardening enthusiasts,Not specified,Not specified,"When sitting on the deck, especially in the evening",Not specified,Not specified,No leaks and no upkeep,Plug in and enjoy,Not specified,Creates a soothing sound,Not specified,Not specified,Not specified,Creates a zen garden atmosphere,Not specified,No issues mentioned
