"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
157,4,"Addictive for kids","Unknown","0.9624455","0.00628501","Unknown","None mentioned","Entertainment for kids","[]","Unknown","Delight","No","NaN","Yes","Addictive for kids","No","NaN","Unknown","Unknown","Unknown","Parent of a child who uses the product","Only because my dog got hold of it and the pen was semi destroyed(not unfixable) yet","My youngest is addicted to this he can have his tablet right in front of him and not even pay attention to it He even took a shower instead of bath to get back to it faster","B07XCRT49W","B07XCRT49W"
158,5,"Fun and mesmerizing product at a good price, but not suitable for all users.","Unknown","0.9109312","0.00367946","Unknown","Not suitable for all users","Unknown","[]","Home","Mixed","No","NaN","Yes","Fun and mesmerizing, good price, cute color","Yes","Not suitable for all users","Christmas","Winter","Unknown","Parent of an autistic child","Fun to play with.","I bought this for my autistic son for Christmas He didnt really care for it but the rest of the family liked it Its fun and mesmerizing A good price and the color is cute","B07XCRT49W","B07XCRT49W"
159,5,"Great toy for kids who love to create without the mess.","Unknown","0.77791953","0.075248286","Unknown","Unknown","To allow kids to create without making a mess","[]","Unknown","Delight","No","NaN","Yes","Allows kids to create without making a mess","No","NaN","Unknown","Unknown","Unknown","Parent who likes mess-free toys for their kids","Simple Fun","I really like toys that allow my kiddos to create and the best part about this one is that its mess free Woot woot","B07X7YFZWG","B07XCRT49W"
160,5,"Fun for all ages, including adults.","Unknown","0.53623605","0.2189661","Unknown","None mentioned","Entertainment for a 4-year-old and adults","[]","Unknown","Positive","No","NaN","Yes","Loved by a 4-year-old and adults","No","NaN","Unknown","Unknown","Unknown","Parent or gift giver","A toy for every age","This was purchased for a 4 year old who loved it It wasnt long until I saw all the adults playing with it","B07XCRT49W","B07XCRT49W"
161,5,"Surprisingly popular toy, bought a second one for convenience.","Unknown","0.54137766","0.31230873","Unknown","Unknown","As a toy for a grandchild","[]","At home and in the car","Positive","No","NaN","Yes","Toy was a hit with grandson","No","NaN","Christmas","Winter","Unknown","Grandparent who purchased the toy","It was a hit!","Who knew this toy would be the hit of Xmas I bought it for my grandson and ended up purchasing a second one to keep in my car for him","B07XCRVK2Y","B07XCRT49W"
162,3,"Good simple toy for ASD kids, but magnets are not easily erased and it's a little clunkier than expected.","Magnetic toy","0.43200704","0.03377214","Improved magnet erasing feature, less clunky design","Magnets are not easily erased, clunkier than expected","As a toy for ASD kids","[]","Unknown","Mixed","No","NaN","Yes","Good simple toy for ASD kids","Yes","Magnets are not easily erased, clunkier than expected","Unknown","Unknown","Unknown","Parent of an ASD child","Hard to use","This seems straight forward  like a good gift for my ASD son But the magnets are not as easily erased as portrayed A little clunkier than expected But still a good simple toy if that wouldnt bother your kid","B07X7YFZWG","B07XCRT49W"
163,5,"Unknown","Unknown","0.9291861","0.013602847","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Happy camper","No","NaN","Unknown","Unknown","Unknown","Unknown","Happy camper","Happy Camper","B07XCRVK2Y","B07XCRT49W"
164,5,"Great toy for kids who love to create and design","Unknown","0.98664325","0.0019346304","Unknown","Unknown","Creating shapes and designs","[]","Unknown","Delight","No","NaN","Yes","Kids love playing with it for hours","No","NaN","Unknown","Unknown","Unknown","Parent of kids who enjoy playing with the toy","They love it!","My kids love this thing They will play for hours just making shapes and designs","B07XCRVK2Y","B07XCRT49W"
178,5,"Perfect for a mess-free car ride.","Unknown","0.96859133","0.0064810775","Unknown","Unknown","In a car","[]","Car","Positive","No","NaN","Yes","Mess-free car ride","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun for car rides","Perfect for a mess free car ride","B07XCRT49W","B07XCRT49W"
165,5,"Great product for young children, perfect for travel","Unknown","0.9696184","0.009823201","Unknown","Unknown","Playing during travel","[]","Car, airplane","Positive","No","NaN","Yes","Granddaughter loves it, perfect for travel","No","NaN","Unknown","Unknown","Unknown","Grandparent who purchased the product for their granddaughter","Perfect gift","My granddaughter who is 2 12 loves this product The minute she opened it She started playing with that Perfect for the car and long airplane trips","B07X7YFZWG","B07XCRT49W"
166,4,"Nice car toy for kids over 5, a bit loud and rattly at first but worth it.","Unknown","0.8567428","0.0038723138","Unknown","A bit loud and rattly at first","As a toy car","[]","Unknown","Positive","No","NaN","Yes","Nice toy, non-messy","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun for fidde toy or for car rides","It is a nice car toy non messy good for any kid over 5a bit loud and rattly at first but worth it","B07XCRT49W","B07XCRT49W"
167,4,"Unknown","Unknown","0.901494","0.022252977","Unknown","Unknown","Unknown","[]","Unknown","Unknown","false","NaN","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Gift","Gift for our grandson","B07XCRT49W","B07XCRT49W"
168,5,"Great product but can get annoying over time","Unknown","0.50126034","0.064283654","Unknown","Can get annoying over time","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Super satisfying/ can get annoying","This product is great however can get annoying after time","B07XCRT49W","B07XCRT49W"
169,5,"Great product for children recovering from surgery or needing to stay in bed.","Unknown","0.99027306","0.0017359285","Unknown","None mentioned","As a toy for a child recovering from surgery","[]","In a bed or stationary location","Positive","No","NaN","Yes","Child had lots of fun and continues to do so","No","NaN","Unknown","Unknown","Unknown","Grandparent looking for a toy for their recovering grandchild","Educational, entertaining, interactive, fun,","Needed something for my grandson while he was recovering from surgery for an unknown amount of time at the time I was trying to find something that he could play with that wouldnt get lost or go all over the place while he could remain fairly stationary while he was in the boundaries of his bed It worked out really well and he had lots of fun and continues to do so Great product","B07XCRVK2Y","B07XCRT49W"
170,4,"Great for travel, but some minor issues with metal balls falling out of holes","No technical facts mentioned","0.74128276","0.031650014","Better hole design to prevent metal balls from falling out","Metal balls falling out of some holes","Inflight entertainment for a toddler","[]","Car, plane","Positive","No","NaN","Yes","Super fun to use, easy for toddler to figure out, no mess or lost pieces","Yes","Metal balls falling out of some holes","Unknown","Unknown","Unknown","Parent who purchased the product for a toddler","Almost perfect","I bought this before a long international trip as inflight entertainment for my almost two year oldPros its super fun to use I even love doing it My son was able to figure it out right away and also really enjoyed it Theres ZERO chance of making a mess or losing pieces so its great for the car or a planeCons slightly noisy though I dont mind Main issue and reason I said ALMOST perfect is that some of the holes are just slightly smaller and the metal balls fall down as soon as you pull them up Not a huge issue given the price but if I had bought this as a mindfulness exercise for myself Id also have to work on my patience and acceptance Overall worth the money especially for travel","B07X7YFZWG","B07XCRT49W"
171,5,"Positive feedback from a grandparent who bought the product as a gift for their granddaughter.","Unknown","0.9133711","0.009052411","Unknown","Unknown","As a gift for a 4-year-old granddaughter","[]","Unknown","Delight","No","NaN","Yes","Granddaughter likes it and declares it awesome","No","NaN","Unknown","Unknown","Unknown","Grandparent who bought the product as a gift for their granddaughter","Creative Toy","I bought this for my one and only granddaughter who lives across the US from me for her 4th birthday She likes it and declares that its awesome","B07X7YFZWG","B07XCRT49W"
172,4,"Kids love it, but it can be loud and the balls don't always stay on the board.","Magnetic board, metal balls","0.9347501","0.0045885025","Quieter operation, better magnetism to keep balls on board","Loud operation, balls don't always stay on board","Unknown","[]","Unknown","Positive","No","NaN","Yes","Kids love it","Yes","Loud operation, balls don't always stay on board","Unknown","Unknown","Unknown","Parent or caregiver of children who use the product","Fun car toy","The kids love it It is pretty loud with all the little metal balls Sometimes they dont stay up on the board","B07X7YFZWG","B07XCRT49W"
173,2,"Kids loved it but some balls didn't work and pen should be attached","Balls not staying up, some getting stuck, detachable pen","0.043475635","0.6152324","Better quality control, attached pen","Balls not working properly, detachable pen","As a toy for kids","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Balls not working properly, detachable pen","Unknown","Unknown","Unknown","Parent who purchased the toy for their kids","Great toy but doesn't work ....","My kids loved this toy but by the second day some of the balls would not stay up and some would get stuck in the up position I know its jut a cheap toy but whats the point if it doesnt work Also the pen should be attached with a string because youll lose it","B07X7YFZWG","B07XCRT49W"
174,5,"Positive initial impression, but concerns about stylus attachment","Unknown","0.9512563","0.0023479455","Stylus attachment mechanism","Stylus can get lost","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Evening","Unknown","Unknown","Unknown","I would love if the stylist could be attached, as my 1 year old lost it within the first hour","I cant say how durable or sturdy it is Ive had it just for an evening So far so good My only complaint would be to attach the stylus to the board so it cant get lost ","B07XCRVK2Y","B07XCRT49W"
175,5,"Great for artistic kids and adults, but pens should be attached with a string to prevent loss.","Beads cannot come out of the item","0.9128023","0.03114447","Pens should be attached with a string to prevent loss","Pens are too easy to lose","Artistic activities","[]","Unknown","Positive","No","NaN","Yes","Loved by grandkids and husband, fantastic for artistic person, beads cannot come out","No","NaN","Unknown","Unknown","Unknown","Unknown","The magnet drawing board is a great item","my grandkids loved it Even my husband loved playing with these items Fantastic for that artistic person I love that those beads cannot come out I wish that the pens were attached with a string Too easy to lose","B07XCRVK2Y","B07XCRT49W"
